'RLVKEY';'SEMESTER';'TYP';'STUNDEN';'CREDITS';'LV_STATUS_NR';'LV_STATUS';'KOMPONENTEN_TYP';'FRAGE_TYP';'FRAGETEXT';'OPTIONEN';'ANTWORT';'OPTIONNR';'FREITEXT'
'a1346e46084e030';'22W';'VC';2.0;2.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritik bzw. Verbesserungsvorschläge für die LV: ';'n/a';;'-1';'To have more lectures than one long day with no breaks. '
'a1346e46084e030';'22W';'VC';2.0;2.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritik bzw. Verbesserungsvorschläge für die LV: ';'n/a';;'-1';'This course should be in campus not online for better result.'
'a1346e46084e030';'22W';'VC';2.0;2.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritik bzw. Verbesserungsvorschläge für die LV: ';'n/a';;'-1';'As a professor who teaches "Cultural" Skills, the professor is lack tolerance towards different cultures and respect toward students and time management. There are more than three times that the professor criticized other students based on stereotypes in public, for example, the professor constantly said that "French people have always problems," "It''s always French who complains," or "you are an Asian so you should be hard-working," etc., which is not only disrespectful but also causing a tension which led to a bad atmosphere during the class. 
In conclusion, I don''t find him a proper professor to teach cultural topics. '
'a1346e46084e030';'22W';'VC';2.0;2.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Anregungen und Kommentare zum Fragebogen: ';'n/a';;'-1';'No.'
'5524a3c29d3fc1d';'22W';'EX';1.0;2.0;'50';'genehmigt';'Uni';'FREITEXT';'In der LV war Folgendes besonders hilfreich für meinen Lernprozess: ';'n/a';;'-1';'Cultural cooperation in businesses in European countries.'
'5524a3c29d3fc1d';'22W';'EX';1.0;2.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritik bzw. Verbesserungsvorschläge für die LV: ';'n/a';;'-1';'None'
'5524a3c29d3fc1d';'22W';'EX';1.0;2.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritik bzw. Verbesserungsvorschläge für die LV: ';'n/a';;'-1';'None'
'5524a3c29d3fc1d';'22W';'EX';1.0;2.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Anregungen und Kommentare zum Fragebogen: ';'n/a';;'-1';'The course has been wonderful'
'5524a3c29d3fc1d';'22W';'EX';1.0;2.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Anregungen und Kommentare zum Fragebogen: ';'n/a';;'-1';'None'
'37c6d710954a8ad';'22W';'VO';1.0;3.0;'50';'genehmigt';'Uni';'FREITEXT';'In der LV war Folgendes besonders hilfreich für meinen Lernprozess: ';'n/a';;'-1';'Only thing that was good is the number of questions you have to learn to, because otherwise you did not learn anything '
'37c6d710954a8ad';'22W';'VO';1.0;3.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritik bzw. Verbesserungsvorschläge für die LV: ';'n/a';;'-1';'Please, 
There are students who do not care just about the grade and passing exams, but to actually learn something. 
Following examples of what was bad with the LVs:

The professors Englisch is awful, her way of explaining is all over the place, starting with one example never finished it and switch to the other example. 
Explainning is terrible, with the logical examples the proffesor will stay too long, but with the hard one math problems, which she said we dont have to learn she just goes it through extremely fast, but she will expect from us to understand it. 

The explanations of the what which problem is not understandable.
The explaining of certain things, was simply done through finding certain papers and reading them on the class, also the exams from previous semestars, which are should help us prepare for the exams, were uselles, since we never need them.

I honestly hope you change the profesor, because who ever finished this lecture will have no knowledge besides the one he or she already had it. 

The only good thing from the Lvs are the recorded presentations from last semestar, where was possibility to maybe learn something, somehow. 

'
'37c6d710954a8ad';'22W';'VO';1.0;3.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Anregungen und Kommentare zum Fragebogen: ';'n/a';;'-1';'Bitte, nächste Mal, Fragen das man auch auf Englisch stehen können. '
'012a51c703441b6';'22W';'KS';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'In der LV war Folgendes besonders hilfreich für meinen Lernprozess: ';'n/a';;'-1';'I enjoyed the course it was well structured, the teachers were polite and respectful'
'012a51c703441b6';'22W';'KS';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'In der LV war Folgendes besonders hilfreich für meinen Lernprozess: ';'n/a';;'-1';'Group Presentation'
'012a51c703441b6';'22W';'KS';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritik bzw. Verbesserungsvorschläge für die LV: ';'n/a';;'-1';'the course was good, no suggestions'
'012a51c703441b6';'22W';'KS';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritik bzw. Verbesserungsvorschläge für die LV: ';'n/a';;'-1';'No'
'012a51c703441b6';'22W';'KS';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Anregungen und Kommentare zum Fragebogen: ';'n/a';;'-1';'No'
'012a51c703441b6';'22W';'KS';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Anregungen und Kommentare zum Fragebogen: ';'n/a';;'-1';'I have no suggestions'
'088548b54c4743b';'22W';'KS';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'In der LV war Folgendes besonders hilfreich für meinen Lernprozess: ';'n/a';;'-1';'yes'
'088548b54c4743b';'22W';'KS';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'In der LV war Folgendes besonders hilfreich für meinen Lernprozess: ';'n/a';;'-1';'Discover a new methodology of work in a good vides environment.'
'088548b54c4743b';'22W';'KS';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritik bzw. Verbesserungsvorschläge für die LV: ';'n/a';;'-1';'no criticism'
'088548b54c4743b';'22W';'KS';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Anregungen und Kommentare zum Fragebogen: ';'n/a';;'-1';'Great teacher great course'
'd55e6dc70e995b9';'22W';'KS';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'In der LV war Folgendes besonders hilfreich für meinen Lernprozess: ';'n/a';;'-1';'PPT,NOTES'
'd55e6dc70e995b9';'22W';'KS';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritik bzw. Verbesserungsvorschläge für die LV: ';'n/a';;'-1';'No comments'
'd55e6dc70e995b9';'22W';'KS';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Anregungen und Kommentare zum Fragebogen: ';'n/a';;'-1';'No comments.'
'1a3af40f341ca6f';'22W';'KS';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'In der LV war Folgendes besonders hilfreich für meinen Lernprozess: ';'n/a';;'-1';'The teacher really engages the students and makes the subject interesting'
'1a3af40f341ca6f';'22W';'KS';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'In der LV war Folgendes besonders hilfreich für meinen Lernprozess: ';'n/a';;'-1';'I liked the mixture of frontal lecture, individual and group exercises'
'1a3af40f341ca6f';'22W';'KS';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'In der LV war Folgendes besonders hilfreich für meinen Lernprozess: ';'n/a';;'-1';'The Professor is very supportive and made everything easier to understand. The course materials are very helpful concerning the course. it was an amazing interactive class'
'1a3af40f341ca6f';'22W';'KS';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'In der LV war Folgendes besonders hilfreich für meinen Lernprozess: ';'n/a';;'-1';'Examples in Excel, Beer Game'
'1a3af40f341ca6f';'22W';'KS';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'In der LV war Folgendes besonders hilfreich für meinen Lernprozess: ';'n/a';;'-1';'Practical examples'
'1a3af40f341ca6f';'22W';'KS';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'In der LV war Folgendes besonders hilfreich für meinen Lernprozess: ';'n/a';;'-1';'Super clear and easy-to-understand explanation.'
'1a3af40f341ca6f';'22W';'KS';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritik bzw. Verbesserungsvorschläge für die LV: ';'n/a';;'-1';'It''s all clear.'
'1a3af40f341ca6f';'22W';'KS';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritik bzw. Verbesserungsvorschläge für die LV: ';'n/a';;'-1';'None-it was well formatted '
'1a3af40f341ca6f';'22W';'KS';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritik bzw. Verbesserungsvorschläge für die LV: ';'n/a';;'-1';'Nothing needs to be changed, it was perfect.'
'1a3af40f341ca6f';'22W';'KS';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritik bzw. Verbesserungsvorschläge für die LV: ';'n/a';;'-1';'Give some more time to pass the exam some days after the week of class'
'1a3af40f341ca6f';'22W';'KS';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Anregungen und Kommentare zum Fragebogen: ';'n/a';;'-1';'No comment'
'1a3af40f341ca6f';'22W';'KS';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Anregungen und Kommentare zum Fragebogen: ';'n/a';;'-1';'.'
'1a3af40f341ca6f';'22W';'KS';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Anregungen und Kommentare zum Fragebogen: ';'n/a';;'-1';'Nothing.'
'517c9203529ea8c';'22W';'SE';1.0;2.0;'50';'genehmigt';'Uni';'FREITEXT';'In der LV war Folgendes besonders hilfreich für meinen Lernprozess: ';'n/a';;'-1';'The professor was more that helpful and willing to help us within our master thesis topic selection and help us acquire insights about scientific writing.'
'517c9203529ea8c';'22W';'SE';1.0;2.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritik bzw. Verbesserungsvorschläge für die LV: ';'n/a';;'-1';'For the presentation, I would recommend some more specific guidelines to be given or/and supportive materials on moodle. '
'440d2b1f1f97eb2';'22W';'VC';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'In der LV war Folgendes besonders hilfreich für meinen Lernprozess: ';'n/a';;'-1';'professionelle und gut strukturierte Vorträge von  Frau Kanduth-Kristen'
'440d2b1f1f97eb2';'22W';'VC';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'In der LV war Folgendes besonders hilfreich für meinen Lernprozess: ';'n/a';;'-1';'Übungsbeispiele und gute Erklärung der LV Leitung'
'440d2b1f1f97eb2';'22W';'VC';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'In der LV war Folgendes besonders hilfreich für meinen Lernprozess: ';'n/a';;'-1';'besonders hilfreich war, dass der Inhalt nicht nur vorgetragen sondern hinterfragt/erläutert wird. Es ist dadurch um einiges einfacher Änderungen oder bestehende Normen des Gesetzgebers zu verstehen, wenn man auch den Sinn zur Einführung der Regelungen kennt.'
'896c925e5e1029b';'22W';'VC';1.0;0.5;'50';'genehmigt';'Uni';'FREITEXT';'In der LV war Folgendes besonders hilfreich für meinen Lernprozess: ';'n/a';;'-1';'Power points'
'896c925e5e1029b';'22W';'VC';1.0;0.5;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritik bzw. Verbesserungsvorschläge für die LV: ';'n/a';;'-1';'clearer instructions for the presentation. Like a time limit per person...'
'2f478ae6ccee31a';'22W';'VO';2.0;3.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Anregungen und Kommentare zum Fragebogen: ';'n/a';;'-1';'Professor Anandan N.  was very friendly and willing to help all the time!  I saw Professor Gietler H. was also friendly and cheerful. I think it is a great combination to have these 2 professors together because one is somehow extrovertive and the other one introvertive'
'208a2fa67b0b136';'22W';'VC';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'In der LV war Folgendes besonders hilfreich für meinen Lernprozess: ';'n/a';;'-1';'The Discussions brought us the Topics closer and it was fun and interactive'
'208a2fa67b0b136';'22W';'VC';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'In der LV war Folgendes besonders hilfreich für meinen Lernprozess: ';'n/a';;'-1';'A lot'
'208a2fa67b0b136';'22W';'VC';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritik bzw. Verbesserungsvorschläge für die LV: ';'n/a';;'-1';'No Final Presentation, Group work that is graded sucks.'
'208a2fa67b0b136';'22W';'VC';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritik bzw. Verbesserungsvorschläge für die LV: ';'n/a';;'-1';'Not many, well done course'
'208a2fa67b0b136';'22W';'VC';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Anregungen und Kommentare zum Fragebogen: ';'n/a';;'-1';'The lecture was very entretaining. A lot of talking, a lot of  philosophical questions. I am happy to have attended this lecture with  professor Aarden E.'
'ed2303089b19091';'22W';'VO';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritik bzw. Verbesserungsvorschläge für die LV: ';'n/a';;'-1';'Now the pace for this course is really high, considering we have to get through a lot of material in a short amount of time. I think having maybe 5+ extra lessons as block lessons in December and January would help out a lot. (not sooner only because ISOP has block lessons that end in November and having both at the same time would be too much)'
'28c1ec1fc1dfa33';'22W';'SE';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'In der LV war Folgendes besonders hilfreich für meinen Lernprozess: ';'n/a';;'-1';'Austausch mit Studierenden / Review des Exposés'
'28c1ec1fc1dfa33';'22W';'SE';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritik bzw. Verbesserungsvorschläge für die LV: ';'n/a';;'-1';'Mir schien, dass einige Studierende sich nicht ausreichend Mühe gegeben haben, vorbereitet in das Seminar zu kommen. Sie erhielten hierzu kein besonders negatives Feedback, es wurde eher positiv gehalten, damit sich niemand verletzt fühlt.'
'f4473c5c3fec2e9';'22W';'VC';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'In der LV war Folgendes besonders hilfreich für meinen Lernprozess: ';'n/a';;'-1';'Putting an individual focus on the research steps (source selection, problem statements, goals, methods) was very helpful for optimizing those steps.'
'f4473c5c3fec2e9';'22W';'VC';2.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritik bzw. Verbesserungsvorschläge für die LV: ';'n/a';;'-1';'Some parts of the theoretical lecture would benefit from more concrete examples, especially with goals and methods.'
'e5ac15f62ad8bc3';'22W';'VC';3.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'In der LV war Folgendes besonders hilfreich für meinen Lernprozess: ';'n/a';;'-1';'Profound explanation of each part of the course.'
'e5ac15f62ad8bc3';'22W';'VC';3.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'In der LV war Folgendes besonders hilfreich für meinen Lernprozess: ';'n/a';;'-1';'Quizzes'
'e5ac15f62ad8bc3';'22W';'VC';3.0;4.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritik bzw. Verbesserungsvorschläge für die LV: ';'n/a';;'-1';'Bei allen Teilen anfangs zu langsam, gegen Ende zu schnell'
'57d3aec24c10fc4';'22W';'VC';5.0;8.0;'50';'genehmigt';'Uni';'FREITEXT';'In der LV war Folgendes besonders hilfreich für meinen Lernprozess: ';'n/a';;'-1';'Freiwillige Übungen mit Lösungen, sehr viele hilfreiche Beispiele'
'57d3aec24c10fc4';'22W';'VC';5.0;8.0;'50';'genehmigt';'Uni';'FREITEXT';'In der LV war Folgendes besonders hilfreich für meinen Lernprozess: ';'n/a';;'-1';'Aufgaben und Lösungen'
'57d3aec24c10fc4';'22W';'VC';5.0;8.0;'50';'genehmigt';'Uni';'FREITEXT';'In der LV war Folgendes besonders hilfreich für meinen Lernprozess: ';'n/a';;'-1';'-'
'57d3aec24c10fc4';'22W';'VC';5.0;8.0;'50';'genehmigt';'Uni';'FREITEXT';'In der LV war Folgendes besonders hilfreich für meinen Lernprozess: ';'n/a';;'-1';'Ich fand das der erste Teil der LV sehr gut war.'
'57d3aec24c10fc4';'22W';'VC';5.0;8.0;'50';'genehmigt';'Uni';'FREITEXT';'In der LV war Folgendes besonders hilfreich für meinen Lernprozess: ';'n/a';;'-1';'I really liked the range of topics covered in this lecture, giving a good overview about more "classical" AI. 

Both professors also are, in my opinion, didactically great teachers. 

What I also want to point out positively: The slides were excellent and well thought-out throughout the whole semester.  '
'57d3aec24c10fc4';'22W';'VC';5.0;8.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritik bzw. Verbesserungsvorschläge für die LV: ';'n/a';;'-1';'3 Pruefungen und ein projekt sind grosser arbeitsaufwand.'
'57d3aec24c10fc4';'22W';'VC';5.0;8.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritik bzw. Verbesserungsvorschläge für die LV: ';'n/a';;'-1';'I would add some good to know topics (referring to the mathematics needed for this course) on the course page so that students, who are unsure whether to take the course or not, can decide whether the course is actually introductory for them or not.'
'57d3aec24c10fc4';'22W';'VC';5.0;8.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritik bzw. Verbesserungsvorschläge für die LV: ';'n/a';;'-1';'I would have loved to see more about logical programming (ASP) in detail, because (at least for me) it was quite a new way to think about programming that might prove really useful for certain problems.'
'57d3aec24c10fc4';'22W';'VC';5.0;8.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritik bzw. Verbesserungsvorschläge für die LV: ';'n/a';;'-1';'Sehr hoher Lernaufwand'
'57d3aec24c10fc4';'22W';'VC';5.0;8.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Anregungen und Kommentare zum Fragebogen: ';'n/a';;'-1';'-'
'57d3aec24c10fc4';'22W';'VC';5.0;8.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Anregungen und Kommentare zum Fragebogen: ';'n/a';;'-1';'Im 2. Teil der Vorlesung würden es helfen die Aufgaben von den Kursteilnehmern präsentieren zu lassen'
'01c1c5fa513e90d';'22W';'VC';4.0;6.0;'50';'genehmigt';'Uni';'FREITEXT';'In der LV war Folgendes besonders hilfreich für meinen Lernprozess: ';'n/a';;'-1';'The slides, the concrete examples given during the course (e.g. on the blackboard, or with Internet (DaVinci, HuggingFace, Pytorch documentation), ...)'
'01c1c5fa513e90d';'22W';'VC';4.0;6.0;'50';'genehmigt';'Uni';'FREITEXT';'In der LV war Folgendes besonders hilfreich für meinen Lernprozess: ';'n/a';;'-1';'In my opinion, professor Schekotihin is excellent at explaining, which makes following him quite easy even if the topic is complicated. It seems that he tried to gather a lot of knowledge about how other people teach this subject and picked the best examples and visualizations, which makes this course very comprehensible.'
'01c1c5fa513e90d';'22W';'VC';4.0;6.0;'50';'genehmigt';'Uni';'FREITEXT';'In der LV war Folgendes besonders hilfreich für meinen Lernprozess: ';'n/a';;'-1';'Interesting topics'
'01c1c5fa513e90d';'22W';'VC';4.0;6.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritik bzw. Verbesserungsvorschläge für die LV: ';'n/a';;'-1';'I would love to see more courses on deep learning since the field is vast and - even though this is a extensive course - it gives only a overview of many techniques.'
'01c1c5fa513e90d';'22W';'VC';4.0;6.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Kritik bzw. Verbesserungsvorschläge für die LV: ';'n/a';;'-1';'Nothing to report. 

Other lectures such as a specific course on Natural Language Processing should be interesting.'
'01c1c5fa513e90d';'22W';'VC';4.0;6.0;'50';'genehmigt';'Uni';'FREITEXT';'Ich habe folgende Anregungen und Kommentare zum Fragebogen: ';'n/a';;'-1';'Nothing to report.'
'8674932681aefa1';'22W';'VC';4.0;6.0;'50';'genehmigt';'Uni';'FREITEXT';'In der LV war Folgendes besonders hilfreich für meinen Lernprozess: ';'n/a';;'-1';'Videos, Foliensätze, Gruppengespräche, Assignments'
