'RLV_KEY';'SEMESTER';'TYP';'STUNDEN';'CREDITS';'LV_STATUS_NR';'LV_STATUS';'FRAGE_KEY';'KOMPONENTE_NUMMERIERUNG';'FRAGE_NUMMERIERUNG';'VEROEFFENTLICHEN';'RLV_KOMPONENTEN_LEHRER';'ANZ_RUECKLAUF';'ANZ_FEEDBACK';'ANZ_ABGELEHNT';'ANZ_ABGELEHNT_ANMERKUNG';'IST_GESAMTFRAGE';'FRAGETEXT';'FRAGE_TYP';'FRAGETYP_BEZEICHNUNG';'KEINE_ANTWORT_MOEGLICH';'OPTIONEN';'ANZ_OPTIONEN';'EINS';'ZWEI';'DREI';'VIER';'FUENF';'SECHS';'SIEBEN';'ACHT';'NEUN';'ZEHN';'ELF';'ZWOELF';'ANZ_ANTWORT_FRAGE_GESAMT';'ANZ_ANTWORT_FRAGE';'ANZ_KEINE_ANTWORT_FRAGE';'ANZ_FREITEXT_ANTWORT'
'd1a7dc3e54e69c9';'18W';'PS';2.0;4.0;'50';'genehmigt';'a18510d39d26988';'1';'2';'J';'0';'12';'12';'0';'0';'N';'An der LV gefällt mir besonders gut:';'FREITEXT';'Freitext Fragetyp';'J';'n/a';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'12';'12';'0';'12'
'd1a7dc3e54e69c9';'18W';'PS';2.0;4.0;'50';'genehmigt';'8863586e3b5e7e8';'1';'3';'J';'0';'12';'12';'0';'0';'N';'Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:';'FREITEXT';'Freitext Fragetyp';'J';'n/a';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'12';'12';'0';'6'
'd1a7dc3e54e69c9';'18W';'PS';2.0;4.0;'50';'genehmigt';'9d357aef905b840';'1';'4';'J';'0';'12';'12';'0';'0';'N';'Bisher war mein persönlicher Lernfortschritt in dieser LV:';'OPTIONEN';'Optionen Fragetyp';'J';' 1:sehr hoch(1/n), 2:hoch(2/n), 3:mittel(4/n), 4:niedrig(8/n), 5:sehr niedrig(16/n), 6:keine Antwort(-3/j)';'5';'4';'4';'4';'0';'0';'0';'0';'0';'0';'0';'0';'0';'12';'12';'0';'0'
'd1a7dc3e54e69c9';'18W';'PS';2.0;4.0;'50';'genehmigt';'a1d928139736408';'1';'5';'J';'0';'12';'12';'0';'0';'J';'Gesamt gesehen halte ich diese LV für:
';'OPTIONEN';'Optionen Fragetyp';'J';' 1:sehr gut(1/j), 2:gut(2/n), 3:durchschnittlich(4/n), 4:schlecht(8/n), 5:sehr schlecht(16/j), 6:keine Antwort(-3/j)';'5';'6';'3';'2';'0';'0';'0';'0';'0';'0';'0';'0';'0';'12';'11';'1';'0'
'd1a7dc3e54e69c9';'18W';'PS';2.0;4.0;'50';'genehmigt';'8a8ff918a5072f9';'1';'6';'J';'0';'12';'12';'0';'0';'N';'Die Lehrperson achtet auf die Gleichbehandlung der Studierenden (unabhängig von Geschlecht/Gender, sexueller Orientierung, Behinderung, Herkunft, Religion, Alter).';'OPTIONEN';'Optionen Fragetyp';'J';' 1:trifft zu(1/n), 2:trifft weitgehend zu(2/n), 3:trifft kaum zu(4/n), 4:trifft nicht zu(8/n), 5:keine Antwort(-3/j)';'4';'10';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'12';'10';'2';'0'
'd1a7dc3e54e69c9';'18W';'PS';2.0;4.0;'50';'genehmigt';'e3abc5e9bbf6307';'2';'1';'J';'0';'12';'12';'0';'0';'N';'Zu diesem Fragebogen/dieser Erhebung gebe ich folgendes Feedback:';'FREITEXT';'Freitext Fragetyp';'J';'n/a';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'12';'12';'0';'3'
'd92fb35bb901d36';'18W';'PS';2.0;4.0;'50';'genehmigt';'b63dcb968e0e89a';'1';'1';'J';'0';'6';'6';'0';'0';'N';'Grund für den LV-Besuch:';'OPTIONEN';'Optionen Fragetyp';'J';' 1:Pflicht-LV(1/n), 2:Interesse(2/n), 3:Pflicht-LV und Interesse(4/n), 4:keine Antwort(-3/j)';'3';'0';'5';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'6';'6';'0';'0'
'd92fb35bb901d36';'18W';'PS';2.0;4.0;'50';'genehmigt';'a18510d39d26988';'1';'2';'J';'0';'6';'6';'0';'0';'N';'An der LV gefällt mir besonders gut:';'FREITEXT';'Freitext Fragetyp';'J';'n/a';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'6';'6';'0';'4'
'd92fb35bb901d36';'18W';'PS';2.0;4.0;'50';'genehmigt';'8863586e3b5e7e8';'1';'3';'J';'0';'6';'6';'0';'0';'N';'Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:';'FREITEXT';'Freitext Fragetyp';'J';'n/a';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'6';'6';'0';'4'
'd92fb35bb901d36';'18W';'PS';2.0;4.0;'50';'genehmigt';'9d357aef905b840';'1';'4';'J';'0';'6';'6';'0';'0';'N';'Bisher war mein persönlicher Lernfortschritt in dieser LV:';'OPTIONEN';'Optionen Fragetyp';'J';' 1:sehr hoch(1/n), 2:hoch(2/n), 3:mittel(4/n), 4:niedrig(8/n), 5:sehr niedrig(16/n), 6:keine Antwort(-3/j)';'5';'3';'3';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'6';'6';'0';'0'
'd92fb35bb901d36';'18W';'PS';2.0;4.0;'50';'genehmigt';'a1d928139736408';'1';'5';'J';'0';'6';'6';'0';'0';'J';'Gesamt gesehen halte ich diese LV für:
';'OPTIONEN';'Optionen Fragetyp';'J';' 1:sehr gut(1/j), 2:gut(2/n), 3:durchschnittlich(4/n), 4:schlecht(8/n), 5:sehr schlecht(16/j), 6:keine Antwort(-3/j)';'5';'6';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'6';'6';'0';'0'
'd92fb35bb901d36';'18W';'PS';2.0;4.0;'50';'genehmigt';'8a8ff918a5072f9';'1';'6';'J';'0';'6';'6';'0';'0';'N';'Die Lehrperson achtet auf die Gleichbehandlung der Studierenden (unabhängig von Geschlecht/Gender, sexueller Orientierung, Behinderung, Herkunft, Religion, Alter).';'OPTIONEN';'Optionen Fragetyp';'J';' 1:trifft zu(1/n), 2:trifft weitgehend zu(2/n), 3:trifft kaum zu(4/n), 4:trifft nicht zu(8/n), 5:keine Antwort(-3/j)';'4';'6';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'6';'6';'0';'0'
'd92fb35bb901d36';'18W';'PS';2.0;4.0;'50';'genehmigt';'e3abc5e9bbf6307';'2';'1';'J';'0';'6';'6';'0';'0';'N';'Zu diesem Fragebogen/dieser Erhebung gebe ich folgendes Feedback:';'FREITEXT';'Freitext Fragetyp';'J';'n/a';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'6';'6';'0';'2'
'22427f8d447e90f';'18W';'KS';2.0;4.0;'50';'genehmigt';'b63dcb968e0e89a';'1';'1';'J';'0';'13';'13';'0';'0';'N';'Grund für den LV-Besuch:';'OPTIONEN';'Optionen Fragetyp';'J';' 1:Pflicht-LV(1/n), 2:Interesse(2/n), 3:Pflicht-LV und Interesse(4/n), 4:keine Antwort(-3/j)';'3';'9';'0';'4';'0';'0';'0';'0';'0';'0';'0';'0';'0';'13';'13';'0';'0'
'22427f8d447e90f';'18W';'KS';2.0;4.0;'50';'genehmigt';'a18510d39d26988';'1';'2';'J';'0';'13';'13';'0';'0';'N';'An der LV gefällt mir besonders gut:';'FREITEXT';'Freitext Fragetyp';'J';'n/a';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'13';'13';'0';'11'
'22427f8d447e90f';'18W';'KS';2.0;4.0;'50';'genehmigt';'8863586e3b5e7e8';'1';'3';'J';'0';'13';'13';'0';'0';'N';'Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:';'FREITEXT';'Freitext Fragetyp';'J';'n/a';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'13';'13';'0';'6'
'22427f8d447e90f';'18W';'KS';2.0;4.0;'50';'genehmigt';'9d357aef905b840';'1';'4';'J';'0';'13';'13';'0';'0';'N';'Bisher war mein persönlicher Lernfortschritt in dieser LV:';'OPTIONEN';'Optionen Fragetyp';'J';' 1:sehr hoch(1/n), 2:hoch(2/n), 3:mittel(4/n), 4:niedrig(8/n), 5:sehr niedrig(16/n), 6:keine Antwort(-3/j)';'5';'5';'8';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'13';'13';'0';'0'
'22427f8d447e90f';'18W';'KS';2.0;4.0;'50';'genehmigt';'a1d928139736408';'1';'5';'J';'0';'13';'13';'0';'0';'J';'Gesamt gesehen halte ich diese LV für:
';'OPTIONEN';'Optionen Fragetyp';'J';' 1:sehr gut(1/j), 2:gut(2/n), 3:durchschnittlich(4/n), 4:schlecht(8/n), 5:sehr schlecht(16/j), 6:keine Antwort(-3/j)';'5';'11';'2';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'13';'13';'0';'0'
'22427f8d447e90f';'18W';'KS';2.0;4.0;'50';'genehmigt';'8a8ff918a5072f9';'1';'6';'J';'0';'13';'13';'0';'0';'N';'Die Lehrperson achtet auf die Gleichbehandlung der Studierenden (unabhängig von Geschlecht/Gender, sexueller Orientierung, Behinderung, Herkunft, Religion, Alter).';'OPTIONEN';'Optionen Fragetyp';'J';' 1:trifft zu(1/n), 2:trifft weitgehend zu(2/n), 3:trifft kaum zu(4/n), 4:trifft nicht zu(8/n), 5:keine Antwort(-3/j)';'4';'13';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'13';'13';'0';'0'
'22427f8d447e90f';'18W';'KS';2.0;4.0;'50';'genehmigt';'e3abc5e9bbf6307';'2';'1';'J';'0';'13';'13';'0';'0';'N';'Zu diesem Fragebogen/dieser Erhebung gebe ich folgendes Feedback:';'FREITEXT';'Freitext Fragetyp';'J';'n/a';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'13';'13';'0';'1'
'b4916f891230fe8';'18W';'TU';2.0;0.0;'50';'genehmigt';'b63dcb968e0e89a';'1';'1';'J';'0';'2';'0';'2';'0';'N';'Grund für den LV-Besuch:';'OPTIONEN';'Optionen Fragetyp';'J';' 1:Pflicht-LV(1/n), 2:Interesse(2/n), 3:Pflicht-LV und Interesse(4/n), 4:keine Antwort(-3/j)';'3';;;;;;;;;;;;;'0';'0';'0';'0'
'b4916f891230fe8';'18W';'TU';2.0;0.0;'50';'genehmigt';'a18510d39d26988';'1';'2';'J';'0';'2';'0';'2';'0';'N';'An der LV gefällt mir besonders gut:';'FREITEXT';'Freitext Fragetyp';'J';'n/a';'0';;;;;;;;;;;;;'0';'0';'0';'0'
'b4916f891230fe8';'18W';'TU';2.0;0.0;'50';'genehmigt';'8863586e3b5e7e8';'1';'3';'J';'0';'2';'0';'2';'0';'N';'Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:';'FREITEXT';'Freitext Fragetyp';'J';'n/a';'0';;;;;;;;;;;;;'0';'0';'0';'0'
'b4916f891230fe8';'18W';'TU';2.0;0.0;'50';'genehmigt';'9d357aef905b840';'1';'4';'J';'0';'2';'0';'2';'0';'N';'Bisher war mein persönlicher Lernfortschritt in dieser LV:';'OPTIONEN';'Optionen Fragetyp';'J';' 1:sehr hoch(1/n), 2:hoch(2/n), 3:mittel(4/n), 4:niedrig(8/n), 5:sehr niedrig(16/n), 6:keine Antwort(-3/j)';'5';;;;;;;;;;;;;'0';'0';'0';'0'
'b4916f891230fe8';'18W';'TU';2.0;0.0;'50';'genehmigt';'a1d928139736408';'1';'5';'J';'0';'2';'0';'2';'0';'J';'Gesamt gesehen halte ich diese LV für:
';'OPTIONEN';'Optionen Fragetyp';'J';' 1:sehr gut(1/j), 2:gut(2/n), 3:durchschnittlich(4/n), 4:schlecht(8/n), 5:sehr schlecht(16/j), 6:keine Antwort(-3/j)';'5';;;;;;;;;;;;;'0';'0';'0';'0'
'b4916f891230fe8';'18W';'TU';2.0;0.0;'50';'genehmigt';'8a8ff918a5072f9';'1';'6';'J';'0';'2';'0';'2';'0';'N';'Die Lehrperson achtet auf die Gleichbehandlung der Studierenden (unabhängig von Geschlecht/Gender, sexueller Orientierung, Behinderung, Herkunft, Religion, Alter).';'OPTIONEN';'Optionen Fragetyp';'J';' 1:trifft zu(1/n), 2:trifft weitgehend zu(2/n), 3:trifft kaum zu(4/n), 4:trifft nicht zu(8/n), 5:keine Antwort(-3/j)';'4';;;;;;;;;;;;;'0';'0';'0';'0'
'b4916f891230fe8';'18W';'TU';2.0;0.0;'50';'genehmigt';'e3abc5e9bbf6307';'2';'1';'J';'0';'2';'0';'2';'0';'N';'Zu diesem Fragebogen/dieser Erhebung gebe ich folgendes Feedback:';'FREITEXT';'Freitext Fragetyp';'J';'n/a';'0';;;;;;;;;;;;;'0';'0';'0';'0'
'ee5fc3cbedfccb7';'18W';'VO';2.0;4.0;'50';'genehmigt';'b63dcb968e0e89a';'1';'1';'J';'0';'7';'3';'4';'0';'N';'Grund für den LV-Besuch:';'OPTIONEN';'Optionen Fragetyp';'J';' 1:Pflicht-LV(1/n), 2:Interesse(2/n), 3:Pflicht-LV und Interesse(4/n), 4:keine Antwort(-3/j)';'3';'1';'2';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'3';'3';'0';'0'
'ee5fc3cbedfccb7';'18W';'VO';2.0;4.0;'50';'genehmigt';'a18510d39d26988';'1';'2';'J';'0';'7';'3';'4';'0';'N';'An der LV gefällt mir besonders gut:';'FREITEXT';'Freitext Fragetyp';'J';'n/a';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'3';'3';'0';'3'
'ee5fc3cbedfccb7';'18W';'VO';2.0;4.0;'50';'genehmigt';'8863586e3b5e7e8';'1';'3';'J';'0';'7';'3';'4';'0';'N';'Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:';'FREITEXT';'Freitext Fragetyp';'J';'n/a';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'3';'3';'0';'1'
'ee5fc3cbedfccb7';'18W';'VO';2.0;4.0;'50';'genehmigt';'9d357aef905b840';'1';'4';'J';'0';'7';'3';'4';'0';'N';'Bisher war mein persönlicher Lernfortschritt in dieser LV:';'OPTIONEN';'Optionen Fragetyp';'J';' 1:sehr hoch(1/n), 2:hoch(2/n), 3:mittel(4/n), 4:niedrig(8/n), 5:sehr niedrig(16/n), 6:keine Antwort(-3/j)';'5';'2';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'3';'3';'0';'0'
'ee5fc3cbedfccb7';'18W';'VO';2.0;4.0;'50';'genehmigt';'a1d928139736408';'1';'5';'J';'0';'7';'3';'4';'0';'J';'Gesamt gesehen halte ich diese LV für:
';'OPTIONEN';'Optionen Fragetyp';'J';' 1:sehr gut(1/j), 2:gut(2/n), 3:durchschnittlich(4/n), 4:schlecht(8/n), 5:sehr schlecht(16/j), 6:keine Antwort(-3/j)';'5';'2';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'3';'3';'0';'0'
'ee5fc3cbedfccb7';'18W';'VO';2.0;4.0;'50';'genehmigt';'8a8ff918a5072f9';'1';'6';'J';'0';'7';'3';'4';'0';'N';'Die Lehrperson achtet auf die Gleichbehandlung der Studierenden (unabhängig von Geschlecht/Gender, sexueller Orientierung, Behinderung, Herkunft, Religion, Alter).';'OPTIONEN';'Optionen Fragetyp';'J';' 1:trifft zu(1/n), 2:trifft weitgehend zu(2/n), 3:trifft kaum zu(4/n), 4:trifft nicht zu(8/n), 5:keine Antwort(-3/j)';'4';'2';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'3';'2';'1';'0'
'ee5fc3cbedfccb7';'18W';'VO';2.0;4.0;'50';'genehmigt';'e3abc5e9bbf6307';'2';'1';'J';'0';'7';'3';'4';'0';'N';'Zu diesem Fragebogen/dieser Erhebung gebe ich folgendes Feedback:';'FREITEXT';'Freitext Fragetyp';'J';'n/a';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'3';'3';'0';'0'
'd9ba1a6e62449e8';'18W';'KS';2.0;4.0;'50';'genehmigt';'b63dcb968e0e89a';'1';'1';'J';'0';'19';'19';'0';'0';'N';'Grund für den LV-Besuch:';'OPTIONEN';'Optionen Fragetyp';'J';' 1:Pflicht-LV(1/n), 2:Interesse(2/n), 3:Pflicht-LV und Interesse(4/n), 4:keine Antwort(-3/j)';'3';'10';'2';'7';'0';'0';'0';'0';'0';'0';'0';'0';'0';'19';'19';'0';'0'
'd9ba1a6e62449e8';'18W';'KS';2.0;4.0;'50';'genehmigt';'a18510d39d26988';'1';'2';'J';'0';'19';'19';'0';'0';'N';'An der LV gefällt mir besonders gut:';'FREITEXT';'Freitext Fragetyp';'J';'n/a';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'19';'19';'0';'16'
'd9ba1a6e62449e8';'18W';'KS';2.0;4.0;'50';'genehmigt';'8863586e3b5e7e8';'1';'3';'J';'0';'19';'19';'0';'0';'N';'Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:';'FREITEXT';'Freitext Fragetyp';'J';'n/a';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'19';'19';'0';'15'
'd9ba1a6e62449e8';'18W';'KS';2.0;4.0;'50';'genehmigt';'9d357aef905b840';'1';'4';'J';'0';'19';'19';'0';'0';'N';'Bisher war mein persönlicher Lernfortschritt in dieser LV:';'OPTIONEN';'Optionen Fragetyp';'J';' 1:sehr hoch(1/n), 2:hoch(2/n), 3:mittel(4/n), 4:niedrig(8/n), 5:sehr niedrig(16/n), 6:keine Antwort(-3/j)';'5';'12';'5';'2';'0';'0';'0';'0';'0';'0';'0';'0';'0';'19';'19';'0';'0'
'd9ba1a6e62449e8';'18W';'KS';2.0;4.0;'50';'genehmigt';'a1d928139736408';'1';'5';'J';'0';'19';'19';'0';'0';'J';'Gesamt gesehen halte ich diese LV für:
';'OPTIONEN';'Optionen Fragetyp';'J';' 1:sehr gut(1/j), 2:gut(2/n), 3:durchschnittlich(4/n), 4:schlecht(8/n), 5:sehr schlecht(16/j), 6:keine Antwort(-3/j)';'5';'16';'2';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'19';'19';'0';'0'
'd9ba1a6e62449e8';'18W';'KS';2.0;4.0;'50';'genehmigt';'8a8ff918a5072f9';'1';'6';'J';'0';'19';'19';'0';'0';'N';'Die Lehrperson achtet auf die Gleichbehandlung der Studierenden (unabhängig von Geschlecht/Gender, sexueller Orientierung, Behinderung, Herkunft, Religion, Alter).';'OPTIONEN';'Optionen Fragetyp';'J';' 1:trifft zu(1/n), 2:trifft weitgehend zu(2/n), 3:trifft kaum zu(4/n), 4:trifft nicht zu(8/n), 5:keine Antwort(-3/j)';'4';'19';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'19';'19';'0';'0'
'd9ba1a6e62449e8';'18W';'KS';2.0;4.0;'50';'genehmigt';'e3abc5e9bbf6307';'2';'1';'J';'0';'19';'19';'0';'0';'N';'Zu diesem Fragebogen/dieser Erhebung gebe ich folgendes Feedback:';'FREITEXT';'Freitext Fragetyp';'J';'n/a';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'19';'19';'0';'8'
