Fragetext,Antwort,Sprache,Sentiment,Zahlenwert
Das ist der Fragetext 104,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 105,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 106,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 107,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 108,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 109,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 110,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 111,,unknown,not analyzed,
Das ist der Fragetext 112,,unknown,not analyzed,
Das ist der Fragetext 113,,unknown,not analyzed,
Das ist der Fragetext 114,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 115,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 116,,unknown,not analyzed,
Das ist der Fragetext 117,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 118,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 119,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 120,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 121,,unknown,not analyzed,
Das ist der Fragetext 122,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 123,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 124,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 125,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 126,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 127,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 128,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 129,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 130,,unknown,not analyzed,
Das ist der Fragetext 131,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 132,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 133,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 134,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 135,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 136,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 137,,unknown,not analyzed,
Das ist der Fragetext 138,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 139,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 140,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 141,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 142,,unknown,not analyzed,
Das ist der Fragetext 143,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 144,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 145,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 146,,unknown,not analyzed,
Das ist der Fragetext 147,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 148,,unknown,not analyzed,
Das ist der Fragetext 149,,unknown,not analyzed,
Das ist der Fragetext 150,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 151,,unknown,not analyzed,
Das ist der Fragetext 152,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 153,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 154,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 155,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 156,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 157,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 158,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 159,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 160,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 161,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 162,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 163,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 164,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 165,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 166,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 167,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 168,,unknown,not analyzed,
Das ist der Fragetext 169,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 170,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 171,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 172,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 173,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 174,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 175,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 176,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 177,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 178,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 179,,unknown,not analyzed,
Das ist der Fragetext 180,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 181,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 182,,unknown,not analyzed,
Das ist der Fragetext 183,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 184,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 185,,unknown,not analyzed,
Das ist der Fragetext 186,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 187,,unknown,not analyzed,
Das ist der Fragetext 188,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 189,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 190,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 191,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 192,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 193,,unknown,not analyzed,
Das ist der Fragetext 194,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 195,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 196,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 197,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 198,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 199,,unknown,not analyzed,
Das ist der Fragetext 200,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 201,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 202,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 203,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 204,,unknown,not analyzed,
Das ist der Fragetext 205,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 206,,unknown,not analyzed,
Das ist der Fragetext 207,,unknown,not analyzed,
Das ist der Fragetext 208,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 209,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 210,,unknown,not analyzed,
Das ist der Fragetext 211,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 212,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 213,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 214,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 215,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 216,,unknown,not analyzed,
Das ist der Fragetext 217,,unknown,not analyzed,
Das ist der Fragetext 218,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 219,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 220,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 221,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 222,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 223,,unknown,not analyzed,
Das ist der Fragetext 224,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 225,,unknown,not analyzed,
Das ist der Fragetext 226,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 227,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 228,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 229,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 230,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 231,,unknown,not analyzed,
Das ist der Fragetext 232,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 233,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 234,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 235,,unknown,not analyzed,
Das ist der Fragetext 236,,unknown,not analyzed,
Das ist der Fragetext 237,,unknown,not analyzed,
Das ist der Fragetext 238,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 239,,unknown,not analyzed,
Das ist der Fragetext 240,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 241,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 242,,unknown,not analyzed,
Das ist der Fragetext 243,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 244,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 245,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 246,,unknown,not analyzed,
Das ist der Fragetext 247,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 248,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 249,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 250,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 251,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 252,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 253,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 254,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 255,,unknown,not analyzed,
Das ist der Fragetext 256,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 257,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 258,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 259,,unknown,not analyzed,
Das ist der Fragetext 260,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 261,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 262,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 263,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 264,,unknown,not analyzed,
Das ist der Fragetext 265,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 266,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 267,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 268,,unknown,not analyzed,
Das ist der Fragetext 269,,unknown,not analyzed,
Das ist der Fragetext 270,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 271,,unknown,not analyzed,
Das ist der Fragetext 272,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 273,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 274,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 275,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 276,,unknown,not analyzed,
Das ist der Fragetext 277,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 278,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 279,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 280,,unknown,not analyzed,
Das ist der Fragetext 281,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 282,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 283,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 284,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 285,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 286,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 287,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 288,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 289,,unknown,not analyzed,
Das ist der Fragetext 290,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 291,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 292,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 293,,unknown,not analyzed,
Das ist der Fragetext 294,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 295,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 296,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 297,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 298,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 299,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 300,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 301,,unknown,not analyzed,
Das ist der Fragetext 302,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 303,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 304,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 305,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 306,,unknown,not analyzed,
Das ist der Fragetext 307,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 308,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 309,,unknown,not analyzed,
Das ist der Fragetext 310,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 311,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 312,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 313,,unknown,not analyzed,
Das ist der Fragetext 314,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 315,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 316,,unknown,not analyzed,
Das ist der Fragetext 317,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 318,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 319,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 320,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 321,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 322,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 323,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 324,,unknown,not analyzed,
Das ist der Fragetext 325,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 326,,unknown,not analyzed,
Das ist der Fragetext 327,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 328,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 329,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 330,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 331,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 332,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 333,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 334,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 335,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 336,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 337,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 338,,unknown,not analyzed,
Das ist der Fragetext 339,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 340,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 341,,unknown,not analyzed,
Das ist der Fragetext 342,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 343,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 344,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 345,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 346,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 347,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 348,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 349,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 350,,unknown,not analyzed,
Das ist der Fragetext 351,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 352,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 353,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 354,,unknown,not analyzed,
Das ist der Fragetext 355,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 356,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 357,,unknown,not analyzed,
Das ist der Fragetext 358,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 359,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 360,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 361,,unknown,not analyzed,
Das ist der Fragetext 362,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 363,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 364,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 365,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 366,,unknown,not analyzed,
Das ist der Fragetext 367,,unknown,not analyzed,
Das ist der Fragetext 368,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 369,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 370,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 371,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 372,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 373,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 374,,unknown,not analyzed,
Das ist der Fragetext 375,,unknown,not analyzed,
Das ist der Fragetext 376,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 377,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 378,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 379,,unknown,not analyzed,
Das ist der Fragetext 380,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 381,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 382,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 383,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 384,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 385,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 386,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 387,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 388,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 389,,unknown,not analyzed,
Das ist der Fragetext 390,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 391,sympathischer LV-Leiter,de,positive,0.9587876051664352
Das ist der Fragetext 392,gut strukturierte LV,no,not analyzed,
Das ist der Fragetext 393,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 394,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 395,,unknown,not analyzed,
Das ist der Fragetext 396,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 397,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 398,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 399,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 400,auf Studierende eingegangen,de,negative,-0.9036375433206558
Das ist der Fragetext 401,sehr interessante Themen,de,positive,0.9895781832747161
Das ist der Fragetext 402,sehr interessante Themen,de,positive,0.9895781832747161
